drug_node_id,drug_id,drug_name,relation,context_group,context_node_id,context_id,context_name,context_source
5273,DB01620,Pheniramine,indication,disease,12656,5709,common cold,MONDO
5273,DB01620,Pheniramine,indication,disease,10995,7448,familial dermatographia,MONDO
5273,DB01620,Pheniramine,indication,disease,12291,21146,headache disorder,MONDO
5273,DB01620,Pheniramine,indication,disease,11678,1040,nasopharyngitis,MONDO
5273,DB01620,Pheniramine,indication,disease,12671,2309_2308,papillary conjunctivitis,MONDO_grouped
5273,DB01620,Pheniramine,indication,disease,12328,2258,pharyngitis,MONDO
5273,DB01620,Pheniramine,indication,disease,11516,5492,urticaria (disease),MONDO
5273,DB01620,Pheniramine,indication,disease,12550,6004,vasomotor rhinitis,MONDO
5273,DB01620,Pheniramine,indication,disease,12672,2313,vernal conjunctivitis,MONDO
5273,DB01620,Pheniramine,target,gene/protein,1964,3269,HRH1,NCBI
5273,DB01620,Pheniramine,target,gene/protein,10772,59340,HRH4,NCBI
5273,DB01620,Pheniramine,target,gene/protein,1403,9970,NR1I3,NCBI
6089,DB00830,Phenmetrazine,contraindication,disease,12236,5364,Graves disease,MONDO
6089,DB00830,Phenmetrazine,contraindication,disease,11122,9100,IDDM 1,MONDO
6089,DB00830,Phenmetrazine,contraindication,disease,11475,2277,arteriosclerosis disorder,MONDO
6089,DB00830,Phenmetrazine,contraindication,disease,11780,5311,atherosclerosis,MONDO
6089,DB00830,Phenmetrazine,contraindication,disease,11855,5010,coronary artery disease,MONDO
6089,DB00830,Phenmetrazine,contraindication,disease,11455,5015,diabetes mellitus (disease),MONDO
6089,DB00830,Phenmetrazine,contraindication,disease,10982,12819,diabetic ketoacidosis,MONDO
6089,DB00830,Phenmetrazine,contraindication,disease,12669,6730,drug psychosis,MONDO
6089,DB00830,Phenmetrazine,contraindication,disease,11701,5027,epilepsy,MONDO
6089,DB00830,Phenmetrazine,contraindication,disease,10993,11129_9277_5041,glaucoma,MONDO_grouped
6089,DB00830,Phenmetrazine,contraindication,disease,11706,992,heart conduction disease,MONDO
6089,DB00830,Phenmetrazine,contraindication,disease,11710,2869,heart valve disease,MONDO
6089,DB00830,Phenmetrazine,contraindication,disease,11810,1200_1134_15512_5080_100078,hypertension,MONDO_grouped
6089,DB00830,Phenmetrazine,contraindication,disease,11457,5044,hypertensive disorder,MONDO
6089,DB00830,Phenmetrazine,contraindication,disease,11809,4425,hyperthyroidism,MONDO
6089,DB00830,Phenmetrazine,contraindication,disease,12204,1999_5149,pulmonary hypertension,MONDO_grouped
6089,DB00830,Phenmetrazine,contraindication,disease,11053,7079_2491_4938_2046_5367_5689_4456_5186,substance abuse/dependence,MONDO_grouped
6089,DB00830,Phenmetrazine,contraindication,disease,11968,2494,substance-related disorder,MONDO
6089,DB00830,Phenmetrazine,contraindication,disease,11018,7264,sudden cardiac arrest,MONDO
6089,DB00830,Phenmetrazine,contraindication,disease,10987,10138,thyrotoxicosis,MONDO
6089,DB00830,Phenmetrazine,contraindication,disease,10937,11123_12919_7454_5147_10861_10862_10863_10864_10950_11016_11033_11068_11167_11168_11302_11572_12422_12920_12921_12961_13078,type 1 diabetes mellitus,MONDO_grouped
6089,DB00830,Phenmetrazine,contraindication,disease,10895,5148,type 2 diabetes mellitus,MONDO
6089,DB00830,Phenmetrazine,indication,disease,10946,19182,monogenic obesity,MONDO
6089,DB00830,Phenmetrazine,indication,disease,11467,11122,obesity disorder,MONDO
6089,DB00830,Phenmetrazine,target,gene/protein,2621,6530,SLC6A2,NCBI
6089,DB00830,Phenmetrazine,target,gene/protein,369,6531,SLC6A3,NCBI
3776,DB01174,Phenobarbital,contraindication,disease,10956,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,Alzheimer disease,MONDO_grouped
3776,DB01174,Phenobarbital,contraindication,disease,11077,11751,"COPD, severe early onset",MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11203,8608,Down syndrome,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12236,5364,Graves disease,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11236,20493,Haddad syndrome,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11041,7699,Hashimoto thyroiditis,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12635,1294,Horner syndrome,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11321,18848,IgG4-related retroperitoneal fibrosis,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11123,12548,Kostmann syndrome,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,10924,8243,Pick disease,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,10893,8364,Raynaud disease,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12670,5942,Reye syndrome,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,10807,10294,X-linked severe congenital neutropenia,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11149,8698,achalasia (disease),MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12646,4242,active peptic ulcer disease,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12590,3652,acute urate nephropathy,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,10856,11922,adult idiopathic neutropenia,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12596,18324,adult-onset myasthenia gravis,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12362,3709,agoraphobia,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11870,1609,agranulocytosis,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11489,2280,anemia (disease),MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11918,1868_1744_1742_1864,angle-closure glaucoma,MONDO_grouped
3776,DB01174,Phenobarbital,contraindication,disease,10878,8187_2050_5618_5451_5371_100081_5383_1942_1098_3265_11924_12384,anxiety disorder,MONDO_grouped
3776,DB01174,Phenobarbital,contraindication,disease,11908,15909,aplastic anemia,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12645,5649,appendicitis,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11510,4979,asthma,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12661,43975,autonomic dysreflexia,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11838,1292,autonomic nervous system disease,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,10990,14865,autosomal recessive severe congenital neutropenia due to CSF3R deficiency,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12668,18487,autosomal recessive severe congenital neutropenia due to CXCR2 deficiency,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11015,12930,autosomal recessive severe congenital neutropenia due to G6PC3 deficiency,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11071,14456,autosomal recessive severe congenital neutropenia due to JAGN1 deficiency,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11157,10811,benign prostatic hyperplasia (disease),MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12634,6679,bladder neck obstruction,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11660,5560,brain disease,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12676,43510_5621,brain injury,MONDO_grouped
3776,DB01174,Phenobarbital,contraindication,disease,12097,5299,brain ischemia,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12133,3781_5607_18597,bronchitis,MONDO_grouped
3776,DB01174,Phenobarbital,contraindication,disease,11729,4995,cardiovascular disease,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12219,22687_4742,cerebellar degeneration,MONDO_grouped
3776,DB01174,Phenobarbital,contraindication,disease,12079,5002,chronic obstructive pulmonary disease,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12595,1966_1817,closed-angle glaucoma,MONDO_grouped
3776,DB01174,Phenobarbital,contraindication,disease,11176,8852,congenital central hypoventilation syndrome,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11412,5711,congenital diaphragmatic hernia,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11307,44331_16408_19858_18612_16410_15792_16409,congenital hypothyroidism,MONDO_grouped
3776,DB01174,Phenobarbital,contraindication,disease,11063,14118,congenital neutropenia-myelofibrosis-nephromegaly syndrome,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,10835,13361,congenital prothrombin deficiency,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12198,15134,constitutional neutropenia,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11872,4596,cor pulmonale,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11855,5010,coronary artery disease,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12582,6716,coronary thrombosis,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11003,8090,cyclic hematopoiesis,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,10949,9061,cystic fibrosis,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11422,15614_6565,dermatitis herpetiformis,MONDO_grouped
3776,DB01174,Phenobarbital,contraindication,disease,11455,5015,diabetes mellitus (disease),MONDO
3776,DB01174,Phenobarbital,contraindication,disease,10982,12819,diabetic ketoacidosis,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11468,1673,diarrheal disease,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12519,1442,dysthymic disorder,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11529,1409,esophagitis (disease),MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11319,16829,familial visceral myopathy,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11784,5281_12365_12366,gallbladder disease,MONDO_grouped
3776,DB01174,Phenobarbital,contraindication,disease,12066,1126,gastric ulcer (disease),MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11473,5001_4966,gastritis,MONDO_grouped
3776,DB01174,Phenobarbital,contraindication,disease,10908,7186,gastroesophageal reflux disease,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12016,2507,gingival overgrowth,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,10993,11129_9277_5041,glaucoma,MONDO_grouped
3776,DB01174,Phenobarbital,contraindication,disease,11502,5397,goiter (disease),MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12549,5393,gout,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11706,992,heart conduction disease,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11709,5267,heart disease,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11783,19050_4781_44348_44349,hemoglobinopathy,MONDO_grouped
3776,DB01174,Phenobarbital,contraindication,disease,10793,10604_10602_15720_15719_18660_15721_15715_15716_15717,hemophilia,MONDO_grouped
3776,DB01174,Phenobarbital,contraindication,disease,12564,1548,hepatic coma,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11885,1711,hepatic encephalopathy,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11332,19565,hereditary von Willebrand disease,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11113,7721,hiatus hernia (disease),MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11501,1566,hypercalcemia disease,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12523,2909,hyperglycemia,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11007,24570_7767_6964_1530_1741_10837_16166_12406_21132,hyperparathyroidism,MONDO_grouped
3776,DB01174,Phenobarbital,contraindication,disease,11810,1200_1134_15512_5080_100078,hypertension,MONDO_grouped
3776,DB01174,Phenobarbital,contraindication,disease,11457,5044,hypertensive disorder,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11809,4425,hyperthyroidism,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11311,18227,hypocomplementemic urticarial vasculitis,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11476,5468,hypotensive disorder,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11937,5420_16412_15777,hypothyroidism,MONDO_grouped
3776,DB01174,Phenobarbital,contraindication,disease,11329,19635,idiopathic achalasia,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,10836,12197,idiopathic aplastic anemia,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11882,1343,impaired renal function disease,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,10891,9960_12845_33643_11471_12831_12875_12941_13153_8617_54849_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012,inflammatory bowel disease,MONDO_grouped
3776,DB01174,Phenobarbital,contraindication,disease,11353,19142,inherited porphyria,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11202,13600,insomnia (disease),MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12642,5295,intermittent vascular claudication,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11982,4565_2803_2801,intestinal obstruction,MONDO_grouped
3776,DB01174,Phenobarbital,contraindication,disease,11731,5240,kidney disease,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11893,3785,leukopenia,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11685,5154,liver disease,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12316,100192,liver failure,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11734,5833,lymphatic system disease,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12649,43731,lytic metastatic bone lesion,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11485,2281,macrocytic anemia (disease),MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12632,1656,megaesophagus,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11478,1700,megaloblastic anemia (disease),MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11773,5084,mental disorder,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12674,43726,multiple organ dysfunction syndrome,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11181,9688_18325,myasthenia gravis,MONDO_grouped
3776,DB01174,Phenobarbital,contraindication,disease,12583,6652_3678_1090_3672_3673_3676_3677_3679_6803,myocardial infarction,MONDO_grouped
3776,DB01174,Phenobarbital,contraindication,disease,12034,5068,myocardial infarction (disease),MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12122,24644,myocardial ischemia,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11185,9718,myxedema,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12647,6314,nasal cavity polyp,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11402,5313,necrotizing enterocolitis,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12227,1567,nephrocalcinosis,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12031,8171,nephrolithiasis,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11000,20722,nephrolithiasis susceptibility caused by SLC26A1,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12308,20124,neuromuscular junction disease,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12091,5379,neurotic disorder,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11825,1475,neutropenia,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11863,24891,non-infectious meningitis,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,10968,8114_1158,obsessive-compulsive disorder,MONDO_grouped
3776,DB01174,Phenobarbital,contraindication,disease,11088,7147,obstructive sleep apnea syndrome,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12563,5890,osteitis fibrosa,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12299,1068,osteomalacia (disease),MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12666,1529,pancytopenia,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12626,18741,paracetamol poisoning,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12633,4568,paralytic ileus (disease),MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11444,19725,pediatric systemic lupus erythematosus,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12637,6896,peptic esophagitis,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11815,4247,peptic ulcer disease,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12350,5386,peripheral arterial disease,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12965,41114,peripheral ischemia,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11778,5294,peripheral vascular disease,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11688,2319,phosphorus metabolism disease,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11972,37939,porphyria,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12296,37821,porphyrin metabolism disease,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12815,1438,postinflammatory pulmonary fibrosis,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11453,5485,psychotic disorder,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12660,6932,pulmonary edema,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11661,2771,pulmonary fibrosis,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12638,1927,pulmonary valve insufficiency,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11887,1561,pyloric stenosis (disease),MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12521,1922,pyoureter,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11822,21113,respiratory failure,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11487,5520,rickets (disease),MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11350,19338,sarcoidosis,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12538,5487,schizoaffective disorder,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12537,1265,schizophreniform disorder,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11426,8742_18542_28226,severe congenital neutropenia,MONDO_grouped
3776,DB01174,Phenobarbital,contraindication,disease,11505,5296,sleep apnea syndrome,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11053,7079_2491_4938_2046_5367_5689_4456_5186,substance abuse/dependence,MONDO_grouped
3776,DB01174,Phenobarbital,contraindication,disease,11968,2494,substance-related disorder,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11018,7264,sudden cardiac arrest,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,10988,7915,systemic lupus erythematosus (disease),MONDO
3776,DB01174,Phenobarbital,contraindication,disease,10828,10120_8555_14837_8556_30867_14536_12775_10743_2049_4680,thrombocytopenia,MONDO_grouped
3776,DB01174,Phenobarbital,contraindication,disease,11425,18896_43768,thrombocytopenic purpura,MONDO_grouped
3776,DB01174,Phenobarbital,contraindication,disease,11817,2800,thrombophlebitis,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11881,3240,thyroid gland disease,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,10987,10138,thyrotoxicosis,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12636,2105,toxic megacolon,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,11899,5264,transient ischemic attack (disease),MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12121,5101,ulcerative colitis (disease),MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12013,3330,urinary tract obstruction,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,12651,1244,vitamin K deficiency hemorrhagic disease,MONDO
3776,DB01174,Phenobarbital,contraindication,disease,10821,8668_13304_10191_15628_15629_15630_15631,von Willebrand disease,MONDO_grouped
3776,DB01174,Phenobarbital,contraindication,disease,12319,24574,von Willebrand disease (hereditary or acquired),MONDO
3776,DB01174,Phenobarbital,indication,disease,11039,16532,Lennox-Gastaut syndrome,MONDO
3776,DB01174,Phenobarbital,indication,disease,12187,43537,cluster headache syndrome,MONDO
3776,DB01174,Phenobarbital,indication,disease,11258,18168_19033_18167,cutis verticis gyrata,MONDO_grouped
3776,DB01174,Phenobarbital,indication,disease,11701,5027,epilepsy,MONDO
3776,DB01174,Phenobarbital,indication,disease,12520,5754,epilepsy with generalized tonic-clonic seizures,MONDO
3776,DB01174,Phenobarbital,indication,disease,12966,18615,hemicrania continua,MONDO
3776,DB01174,Phenobarbital,indication,disease,12116,5277,migraine disorder,MONDO
3776,DB01174,Phenobarbital,indication,disease,10883,11845_12441_11851_11847_8000_12440_11850_12715_100246_13344_12210_12303_12331,"migraine with or without aura, susceptibility to",MONDO_grouped
3776,DB01174,Phenobarbital,indication,disease,12684,40797,obsolete vascular headache,MONDO
3776,DB01174,Phenobarbital,indication,disease,10862,15529,paroxysmal Hemicrania,MONDO
3776,DB01174,Phenobarbital,indication,disease,11978,5384,partial epilepsy,MONDO
3776,DB01174,Phenobarbital,indication,disease,12356,1386,visual epilepsy,MONDO
3776,DB01174,Phenobarbital,off-label use,disease,10808,7745,Gilbert syndrome,MONDO
3776,DB01174,Phenobarbital,off-label use,disease,12189,4985_693_24613_1866,bipolar disorder,MONDO_grouped
3776,DB01174,Phenobarbital,off-label use,disease,11701,5027,epilepsy,MONDO
3776,DB01174,Phenobarbital,off-label use,disease,12192,2408,hereditary hyperbilirubinemia,MONDO
3776,DB01174,Phenobarbital,off-label use,disease,11964,24288,hyperbilirubinemia,MONDO
3776,DB01174,Phenobarbital,off-label use,disease,12281,21667,neuralgia,MONDO
3776,DB01174,Phenobarbital,off-label use,disease,11022,5298,osteoporosis,MONDO
3776,DB01174,Phenobarbital,off-label use,disease,12535,8159,postmenopausal osteoporosis,MONDO
3776,DB01174,Phenobarbital,off-label use,disease,12665,2125,status epilepticus,MONDO
3776,DB01174,Phenobarbital,enzyme,gene/protein,55,1543,CYP1A1,NCBI
3776,DB01174,Phenobarbital,enzyme,gene/protein,1019,1544,CYP1A2,NCBI
3776,DB01174,Phenobarbital,enzyme,gene/protein,2306,1548,CYP2A6,NCBI
3776,DB01174,Phenobarbital,enzyme,gene/protein,1325,1555,CYP2B6,NCBI
3776,DB01174,Phenobarbital,enzyme,gene/protein,361,1562,CYP2C18,NCBI
3776,DB01174,Phenobarbital,enzyme,gene/protein,2613,1557,CYP2C19,NCBI
3776,DB01174,Phenobarbital,enzyme,gene/protein,186,1558,CYP2C8,NCBI
3776,DB01174,Phenobarbital,enzyme,gene/protein,1876,1559,CYP2C9,NCBI
3776,DB01174,Phenobarbital,enzyme,gene/protein,1939,1571,CYP2E1,NCBI
3776,DB01174,Phenobarbital,enzyme,gene/protein,2062,1576,CYP3A4,NCBI
3776,DB01174,Phenobarbital,enzyme,gene/protein,2385,1577,CYP3A5,NCBI
3776,DB01174,Phenobarbital,enzyme,gene/protein,2615,1551,CYP3A7,NCBI
3776,DB01174,Phenobarbital,enzyme,gene/protein,2454,1580,CYP4B1,NCBI
3776,DB01174,Phenobarbital,enzyme,gene/protein,2707,54658,UGT1A1,NCBI
3776,DB01174,Phenobarbital,enzyme,gene/protein,999,7364,UGT2B7,NCBI
3776,DB01174,Phenobarbital,target,gene/protein,1928,1137,CHRNA4,NCBI
3776,DB01174,Phenobarbital,target,gene/protein,2753,1139,CHRNA7,NCBI
3776,DB01174,Phenobarbital,target,gene/protein,1643,2554,GABRA1,NCBI
3776,DB01174,Phenobarbital,target,gene/protein,353,2891,GRIA2,NCBI
3776,DB01174,Phenobarbital,target,gene/protein,2058,2898,GRIK2,NCBI
3776,DB01174,Phenobarbital,target,gene/protein,1981,2902,GRIN1,NCBI
3776,DB01174,Phenobarbital,target,gene/protein,2248,2903,GRIN2A,NCBI
3776,DB01174,Phenobarbital,target,gene/protein,651,2904,GRIN2B,NCBI
3776,DB01174,Phenobarbital,target,gene/protein,2143,2905,GRIN2C,NCBI
3776,DB01174,Phenobarbital,target,gene/protein,2314,2906,GRIN2D,NCBI
3776,DB01174,Phenobarbital,target,gene/protein,11540,116443,GRIN3A,NCBI
3776,DB01174,Phenobarbital,target,gene/protein,12456,116444,GRIN3B,NCBI
3776,DB01174,Phenobarbital,target,gene/protein,857,8856,NR1I2,NCBI
3776,DB01174,Phenobarbital,transporter,gene/protein,1068,5243,ABCB1,NCBI
3776,DB01174,Phenobarbital,transporter,gene/protein,1980,8647,ABCB11,NCBI
3776,DB01174,Phenobarbital,transporter,gene/protein,904,4363,ABCC1,NCBI
3776,DB01174,Phenobarbital,transporter,gene/protein,848,1244,ABCC2,NCBI
3776,DB01174,Phenobarbital,transporter,gene/protein,2712,8714,ABCC3,NCBI
3776,DB01174,Phenobarbital,transporter,gene/protein,11589,6578,SLCO2A1,NCBI
6160,DB03255,Phenol,contraindication,disease,10804,14394_13217_32668_12529_32669_44309_12937_13216_13964_12938_12925_7110_14245_12924_60662_32670_44310_12939_15253_11636,Diamond-Blackfan anemia,MONDO_grouped
6160,DB03255,Phenol,contraindication,disease,11237,19391,Fanconi anemia,MONDO
6160,DB03255,Phenol,contraindication,disease,11276,18045,Hoyeraal-Hreidarsson syndrome,MONDO
6160,DB03255,Phenol,contraindication,disease,11049,10298,Lesch-Nyhan syndrome,MONDO
6160,DB03255,Phenol,contraindication,disease,11092,44205_44204_9833,Shwachman-Diamond syndrome,MONDO_grouped
6160,DB03255,Phenol,contraindication,disease,10805,8688,WT limb-blood syndrome,MONDO
6160,DB03255,Phenol,contraindication,disease,12646,4242,active peptic ulcer disease,MONDO
6160,DB03255,Phenol,contraindication,disease,11870,1609,agranulocytosis,MONDO
6160,DB03255,Phenol,contraindication,disease,12347,5647,anogenital human papillomavirus infection,MONDO
6160,DB03255,Phenol,contraindication,disease,11908,15909,aplastic anemia,MONDO
6160,DB03255,Phenol,contraindication,disease,12645,5649,appendicitis,MONDO
6160,DB03255,Phenol,contraindication,disease,11168,8038,ataxia-pancytopenia syndrome,MONDO
6160,DB03255,Phenol,contraindication,disease,11461,465,atrioventricular block (disease),MONDO
6160,DB03255,Phenol,contraindication,disease,11023,8848,atrioventricular dissociation (disease),MONDO
6160,DB03255,Phenol,contraindication,disease,11358,18636,autoimmune hemolytic anemia-autoimmune thrombocytopenia-primary immunodeficiency syndrome,MONDO
6160,DB03255,Phenol,contraindication,disease,10880,13851,autosomal dominant aplasia and myelodysplasia,MONDO
6160,DB03255,Phenol,contraindication,disease,11695,4992,cancer,MONDO
6160,DB03255,Phenol,contraindication,disease,12513,1209,common wart,MONDO
6160,DB03255,Phenol,contraindication,disease,11064,11469,congenital amegakaryocytic thrombocytopenia,MONDO
6160,DB03255,Phenol,contraindication,disease,11759,5132,cytomegalovirus infection,MONDO
6160,DB03255,Phenol,contraindication,disease,12000,2406,dermatitis,MONDO
6160,DB03255,Phenol,contraindication,disease,11455,5015,diabetes mellitus (disease),MONDO
6160,DB03255,Phenol,contraindication,disease,10982,12819,diabetic ketoacidosis,MONDO
6160,DB03255,Phenol,contraindication,disease,12713,3127,embryoma,MONDO
6160,DB03255,Phenol,contraindication,disease,11701,5027,epilepsy,MONDO
6160,DB03255,Phenol,contraindication,disease,11784,5281_12365_12366,gallbladder disease,MONDO_grouped
6160,DB03255,Phenol,contraindication,disease,11706,992,heart conduction disease,MONDO
6160,DB03255,Phenol,contraindication,disease,12267,18340,hereditary isolated aplastic anemia,MONDO
6160,DB03255,Phenol,contraindication,disease,12064,4609,herpes simplex infectious disease,MONDO
6160,DB03255,Phenol,contraindication,disease,12136,5609,herpes zoster,MONDO
6160,DB03255,Phenol,contraindication,disease,12237,16088,hypoxanthine-guanine phosphoribosyltransferase deficiency,MONDO
6160,DB03255,Phenol,contraindication,disease,10836,12197,idiopathic aplastic anemia,MONDO
6160,DB03255,Phenol,contraindication,disease,12294,19254,inborn disorder of purine or pyrimidine metabolism,MONDO
6160,DB03255,Phenol,contraindication,disease,12210,1713,inherited aplastic anemia,MONDO
6160,DB03255,Phenol,contraindication,disease,12642,5295,intermittent vascular claudication,MONDO
6160,DB03255,Phenol,contraindication,disease,11685,5154,liver disease,MONDO
6160,DB03255,Phenol,contraindication,disease,11789,5062,lymphoma,MONDO
